,,,,,
,👥 XÃ HỘI — SME Sản xuất,,,,
,,,,,
,Chấm điểm: 0 = Chưa có  |  1 = Một phần  |  2 = Đã có đầy đủ,,,,
,,,,,
,LĨNH VỰC,CÂU HỎI / THỰC HÀNH,"ĐIỂM
(0–2)",RỦI RO KINH DOANH NẾU KHÔNG LÀM,GHI CHÚ / BẰNG CHỨNG
,"🛒 Mua hàng có trách nhiệm
& Kiểm soát chất lượng
(ƯU TIÊN)",Bạn có danh sách nhà cung cấp được phê duyệt với tiêu chí tối thiểu không?,,"Đầu vào kém chất lượng gây lỗi sản xuất, hàng bị trả lại và thu hồi",
,,Bạn có kiểm tra chất lượng nguyên vật liệu / hàng hóa đầu vào trước khi nhập kho không?,,Đầu vào lỗi lọt vào sản xuất mà không bị phát hiện; tăng chi phí trả hàng và làm lại,
,,Bạn có hợp đồng bằng văn bản với nhà cung cấp chính về chất lượng và chế tài không?,,Không có cơ sở pháp lý khi NCC thất bại; không quy được trách nhiệm về chất lượng,
,,Bạn có đánh giá hiệu quả nhà cung cấp ít nhất mỗi năm một lần không?,,NCC yếu kém vẫn được giữ lại mặc định; không cải thiện chuỗi cung ứng một cách hệ thống,
,,"Bạn có cân nhắc yêu cầu ESG cơ bản khi chọn NCC (đăng ký pháp lý, tuân thủ lao động cơ bản) không?",,Rủi ro uy tín nếu thực hành của NCC bị phơi bày; rủi ro kiểm toán từ khách mua trong tương lai,
,"⚙️ Quản lý sản xuất
hiệu quả
(ƯU TIÊN)",Các quy trình sản xuất / kho chính có được lập thành quy trình thao tác chuẩn (SOP) không?,,Chất lượng không ổn định; chi phí làm lại; chi phí đào tạo lại cao khi nhân viên nghỉ,
,,Người lao động có vai trò & trách nhiệm rõ ràng cho từng công đoạn không?,,Lỗi và lỗ hổng trách nhiệm; nhầm lẫn dẫn đến sản phẩm lỗi và tai nạn,
,,"Quản lý có theo dõi chỉ số năng suất (sản lượng/ca, tỷ lệ lỗi, thời gian dừng máy) thường xuyên không?",,Tổn thất năng suất không bị phát hiện; không xác định được điểm nghẽn hay lãng phí,
,,Có quy trình hệ thống để phát hiện và xử lý điểm nghẽn vận hành không?,,Vấn đề tái diễn kéo dài; nhân viên bức xúc; sản lượng không ổn định,
,"👔 Thực hành lao động
& Tuân thủ
(ƯU TIÊN)",Tất cả người lao động có hợp đồng lao động bằng văn bản tuân thủ Bộ luật Lao động VN không?,,Bị phạt khi thanh tra lao động; tranh chấp về lương/chấm dứt HĐ; tổn hại uy tín,
,,"Giờ làm việc, làm thêm và ngày nghỉ có được ghi nhận và trong giới hạn luật định không?",,Tranh chấp về lương làm thêm; rủi ro bị kết luận vi phạm lao động khi kiểm toán,
,,Bạn có và thực thi quy trình an toàn vệ sinh lao động (ATVSLĐ) phù hợp với sản xuất không?,,Tai nạn lao động; trách nhiệm bồi thường; rủi ro đình chỉ sau sự cố,
,,Có quy trình chính thức để người lao động phản ánh / khiếu nại mà không sợ bị trù dập không?,,Bức xúc không được giải tỏa sẽ leo thang; nguy cơ phản ứng tập thể hoặc khiếu nại bên ngoài,
,,Bạn có tổ chức huấn luyện an toàn cho người lao động mới trước khi vào việc không?,,Lao động mới là nhóm rủi ro tai nạn cao nhất; trách nhiệm pháp lý khi không có hồ sơ huấn luyện,
,,"BHXH, BHYT và bảo hiểm thất nghiệp có được đóng đầy đủ cho tất cả người lao động không?",,Bị phạt theo luật; khiếu nại của người lao động; bị phát hiện khi thanh tra lao động,
,"🤝 Đa dạng
& Hòa nhập",Quyết định tuyển dụng và thăng tiến có dựa trên năng lực thay vì đặc điểm cá nhân không?,,Rủi ro phân biệt đối xử theo luật; hạn chế tiếp cận nhân tài; tổn hại uy tín nếu bị phơi bày,
,,Lao động nữ và lao động nhập cư có được tiếp cận đào tạo & thăng tiến bình đẳng không?,,Tỷ lệ nghỉ việc cao ở các nhóm này; rủi ro không tuân thủ; ảnh hưởng quan hệ cộng đồng,
,,,,,
,TỔNG ĐIỂM  (👥 XÃ HỘI),,0,Điểm tối đa: 34,
