,,,,,
,ĐÁNH GIÁ THỰC HÀNH QUẢN LÝ RÁC THẢI — 40 câu hỏi · 6 nhóm,,,,
,,,,,
,Chấm điểm trung thực:  ✓ = Đã làm đầy đủ   △ = Làm một phần   ✗ = Chưa làm   N/A = Không áp dụng. Đây là phần đào tạo chuyên sâu cùng chuyên gia — không phải bảng tự điền.,,,,
,,,,,
,NHÓM,CÂU HỎI / THỰC HÀNH,"ĐIỂM
(✓/△/✗/N/A)",RỦI RO NẾU CHƯA LÀM,THAM CHIẾU PHÁP LÝ / GHI CHÚ
,"♻️ Phân loại
& Tách rác
tại nguồn","DN có phân loại rác thành ít nhất 3 nhóm: rác thực phẩm, tái chế, rác thường tại mỗi điểm bán không?",,NGHIÊM TRỌNG — Rác trộn không tái chế được; rủi ro phạt; ảnh hưởng hình ảnh nếu khách thấy,Nghị định 45/2022/NĐ-CP (bắt buộc từ 01/01/2025)
,,"Thùng phân loại có được dán nhãn rõ, đặt đúng vị trí (bếp, khu khách, khu rửa) không?",,CAO — Thùng không nhãn = phân loại không xảy ra trong thực tế,Tuân thủ thực tế
,,"DN có tách dầu ăn thải & mỡ thải (bẫy mỡ) riêng, không đổ xuống cống không?",,"NGHIÊM TRỌNG — Đổ dầu/mỡ xuống cống gây tắc, ô nhiễm; bị phạt",Luật BVMT 2020; QCVN nước thải
,,"Rác nguy hại (pin, bóng đèn, hóa chất tẩy rửa) có được tách khỏi rác thường không?",,CAO — Trộn rác nguy hại với rác thường là vi phạm,Thông tư 02/2022/TT-BTNMT
,,Rác thực phẩm có được tách & lưu trữ đúng cách hằng ngày trước khi thu gom không?,,"CAO — Rác hữu cơ lưu sai: mùi, côn trùng, thanh tra y tế",An toàn vệ sinh thực phẩm
,,"Toàn bộ nhân viên (kể cả bán thời gian, mới) có biết bỏ loại rác nào vào thùng nào không?",,CAO — Kiến thức chỉ ở vài người = phân loại thiếu nhất quán,Đào tạo & tuân thủ
,,Việc phân loại có được giám sát ít nhất hằng tuần không?,,TRUNG BÌNH — Không giám sát thì nhiễm bẩn dòng tái chế tăng,Quản lý nội bộ
,"🚛 Xử lý &
Tuân thủ
Nhà thầu","DN có dùng đơn vị thu gom có giấy phép cho rác không phải rác sinh hoạt (dầu thải, rác nguy hại) không?",,NGHIÊM TRỌNG — Xử lý không phép là bất hợp pháp; chủ DN chịu trách nhiệm,Nghị định 08/2022/NĐ-CP
,,DN có giữ bản sao giấy phép còn hiệu lực của nhà thầu không?,,CAO — Không chứng minh được tuân thủ khi thanh tra,Yêu cầu hồ sơ pháp lý
,,Dầu ăn thải có được giao cho đơn vị thu gom hợp pháp & có chứng từ không?,,CAO — Dầu thải bán cho nguồn không rõ có rủi ro pháp lý & ATTP cộng đồng,Quản lý dầu thải
,,DN có hợp đồng/thỏa thuận bằng văn bản với đơn vị thu gom chính không?,,CAO — Không hợp đồng = không có cơ sở khi nhà thầu làm sai,Bảo vệ hợp đồng
,,DN có lưu biên lai/hồ sơ thu gom ít nhất 3 năm không?,,CAO — Bắt buộc cho thanh tra,Yêu cầu lưu trữ hồ sơ
,,"DN đã xác minh đơn vị thu gom thực sự xử lý đúng quy định (không đổ trộm, không tái sử dụng dầu thải sai mục đích) chưa?",,CAO — DN có thể bị liên đới nếu nhà thầu xử lý sai; dầu thải tái sử dụng sai là rủi ro ATTP cộng đồng,Trách nhiệm môi trường & ATTP
,,DN có theo dõi khối lượng & chi phí rác giao cho nhà thầu mỗi kỳ không?,,TRUNG BÌNH — Không theo dõi = không kiểm soát chi phí,Quản lý vận hành
,"🍱 Giảm thiểu
Rác thải
Thực phẩm","DN có theo dõi lượng rác thực phẩm mỗi tuần theo nguồn (sơ chế, hư hỏng, khách bỏ thừa) không?",,CAO — Không đo được thì không giảm được; food waste thường 3–8% doanh thu nhà hàng,Hiệu quả vận hành F&B
,,DN có quy trình đặt nguyên liệu dựa trên mức sử dụng thực tế thay vì ước lượng không?,,CAO — Đặt dư là nguyên nhân #1 gây lãng phí thực phẩm; ảnh hưởng trực tiếp biên lợi nhuận,Quản lý mua hàng
,,"Nguyên liệu dễ hỏng có được lưu trữ theo FIFO (nhập trước, dùng trước) không?",,CAO — Lỗi FIFO gây hư hỏng phòng tránh được; tổn thất trực tiếp,ATTP & giảm lãng phí
,,"Bếp có quy trình tận dụng nguyên liệu cận hạn/dư (món đặc biệt, ăn ca) không?",,TRUNG BÌNH — Thực phẩm dùng được bị bỏ khi không có quy trình tái sử dụng,Hiệu quả chi phí
,,DN có theo dõi rác khách bỏ thừa (plate waste) để phát hiện khẩu phần quá lớn không?,,TRUNG BÌNH — Khẩu phần dư thừa hệ thống làm tăng chi phí/suất,Quản lý thực đơn & khẩu phần
,,DN có cân nhắc quyên góp/chuyển thực phẩm dư an toàn thay vì bỏ đi không?,,THẤP — Bỏ lỡ giá trị cộng đồng & câu chuyện thương hiệu,Giá trị chia sẻ
,,DN có đặt mục tiêu giảm food waste cho 3–6 tháng tới không?,,TRUNG BÌNH — Không mục tiêu = không cải thiện,Cải tiến liên tục
,"🥤 Nhựa dùng
một lần
& Bao bì","DN đã rà soát các vật phẩm nhựa dùng một lần đang sử dụng (ly, ống hút, hộp mang đi) chưa?",,CAO — Chi phí ẩn & rủi ro hình ảnh; quy định hạn chế nhựa đang tăng,Đề án kinh tế tuần hoàn
,,DN đã thay thế ít nhất 1–2 vật phẩm nhựa bằng lựa chọn tái sử dụng/phân hủy trong 12 tháng qua chưa?,,TRUNG BÌNH — Bất lợi cạnh tranh & kỳ vọng khách hàng,Giảm nhựa
,,DN có khuyến khích khách mang ly/hộp riêng hoặc giảm bao bì khi mang đi không?,,THẤP — Bỏ lỡ cơ hội giảm chi phí & gắn kết khách hàng,Trải nghiệm khách hàng
,,Bao bì mang đi có ưu tiên vật liệu tái chế/phân hủy được trong ngân sách không?,,TRUNG BÌNH — Chuyển dần thay vì đổi toàn bộ; cân bằng chi phí,Mua hàng bền vững
,,DN có truyền thông nỗ lực giảm nhựa tới khách hàng một cách trung thực (có số liệu) không?,,THẤP — Tuyên bố chung chung = rủi ro greenwashing,Truyền thông không greenwashing
,,DN có theo dõi chi phí bao bì & nhựa dùng một lần hằng tháng không?,,TRUNG BÌNH — Không theo dõi = không kiểm soát chi phí ẩn,Quản lý chi phí
,"🧼 Lưu trữ Rác
& Vệ sinh","Khu lưu rác có sạch, có nắp, tách biệt khỏi khu chế biến thực phẩm không?",,NGHIÊM TRỌNG — Vi phạm vệ sinh; nhiễm chéo; than phiền khách/nhân viên,Luật ATTP & vệ sinh
,,"Thùng rác có còn tốt (không rò rỉ, nắp hoạt động) không?",,"TRUNG BÌNH — Thùng rò rỉ: nước rỉ rác, côn trùng, mùi",Tiêu chuẩn vệ sinh
,,Bẫy mỡ (grease trap) có được vệ sinh & bảo trì định kỳ không?,,"CAO — Bẫy mỡ tắc gây trào ngược, mùi, vi phạm vệ sinh",Vệ sinh & nước thải
,,Khu vực chứa rác có được kiểm tra & vệ sinh hằng ngày không?,,"CAO — Khu rác bỏ bê thu hút côn trùng, gây mùi trong môi trường ăn uống",Tuân thủ vệ sinh
,,"Hóa chất tẩy rửa có được lưu trữ riêng, dán nhãn, tách khỏi thực phẩm không?",,CAO — Rủi ro nhiễm hóa chất vào thực phẩm; vi phạm ATTP,An toàn hóa chất
,,Có lối tiếp cận riêng cho xe thu gom rác không gây ảnh hưởng khu khách không?,,THẤP — Tiếp cận không quy hoạch gây gián đoạn & mất hình ảnh,Hiệu quả vận hành
,,DN có quy trình kiểm soát côn trùng/loài gây hại định kỳ không?,,CAO — Côn trùng trong cơ sở F&B = rủi ro ATTP & uy tín nghiêm trọng,An toàn vệ sinh thực phẩm
,"👷 Hành vi
Nhân viên
& Đào tạo",Toàn bộ nhân viên có được đào tạo xử lý & phân loại rác khi nhập môn không?,,CAO — Nhân viên mới là nguồn vi phạm phổ biến nhất,Thực hành đào tạo
,,Quản lý rác/giảm lãng phí có nằm trong giao ban hằng ngày/tuần không?,,TRUNG BÌNH — Không nhắc lại = tuân thủ trôi dần,Hệ thống quản lý
,,Có người chịu trách nhiệm rõ ràng về quản lý rác tại mỗi điểm bán không?,,CAO — Không ai sở hữu = hệ thống rác không ai quản,Phân vai rõ ràng
